House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1,Bennett Streets,Lauren,Jones,28,Head,Single,Female,Secretary/administrator,None,No Religion
2,Bennett Streets,Elliot,Henderson,29,Head,Single,Male,PhD Student,None,Christian
2,Bennett Streets,Joanna,Lewis,21,None,Single,Female,University Student,None,No Religion
3,Bennett Streets,Frances,Griffiths,73,Head,Widowed,Female,Retired Land/geomatics surveyor,Physical Disability,No Religion
4,Bennett Streets,Jake,Hodgson,88,Head,Married,Male,Retired Artist,None,No Religion
4,Bennett Streets,Ashleigh,Hodgson,83,Wife,Married,Female,Retired Exercise physiologist,None,No Religion
5,Bennett Streets,Denis,Rose,71,Head,Widowed,Male,"Retired Teacher, special educational needs",None,Christian
6,Bennett Streets,Kate,Wallis,46,Head,Divorced,Female,Amenity horticulturist,None,No Religion
7,Bennett Streets,Shane,Jones,19,Head,Single,Male,University Student,None,Christian
7,Bennett Streets,Peter,Baxter,40,None,Single,Male,Cytogeneticist,None,Christian
8,Bennett Streets,Jasmine,Dawson,45,Head,Single,Female,"Therapist, art",None,Christian
9,Bennett Streets,Victoria,Gould,43,Head,Married,Female,IT consultant,None,Christian
9,Bennett Streets,Paul,Gould,45,Husband,Married,Male,Technical brewer,None,Christian
9,Bennett Streets,Craig,Gould,24,Son,Single,Male,Veterinary surgeon,None,No Religion
9,Bennett Streets,Nicola,Gould,16,Daughter,NA,Female,Student,None,No Religion
10,Bennett Streets,Jade,Andrews,63,Head,Married,Female,"Psychologist, occupational",None,Christian
10,Bennett Streets,Ian,Andrews,64,Husband,Married,Male,Environmental health practitioner,None,Christian
10,Bennett Streets,Jodie,Andrews,25,Daughter,Single,Female,Furniture designer,None,No Religion
11,Bennett Streets,Sandra,Webb,71,Head,Widowed,Female,"Retired Surveyor, building control",None,Christian
12,Bennett Streets,Dean,White,18,Head,Single,Male,Student,None,
13,Bennett Streets,Ian,Shepherd,72,Head,Married,Male,Retired Marine scientist,None,Christian
13,Bennett Streets,Stacey,Shepherd,72,Wife,Married,Female,Retired Patent examiner,None,No Religion
14,Bennett Streets,Rachel,Armstrong,69,Head,Widowed,Female,Retired Land/geomatics surveyor,None,Christian
15,Bennett Streets,Marilyn,Jones,21,Head,Single,Female,Unemployed,None,No Religion
15,Bennett Streets,Terence,Jones,3,Son,NA,Male,Child,None,NA
15,Bennett Streets,Kyle,Jones,1,Son,NA,Male,Child,None,NA
16,Bennett Streets,Ross,Fisher,48,Head,Married,Male,International aid/development worker,None,Christian
16,Bennett Streets,Heather,Fisher,52,Wife,Married,Female,"Psychologist, counselling",None,Christian
17,Bennett Streets,Donald,Wilson,65,Head,Married,Male,Video editor,None,Christian
17,Bennett Streets,Lindsey,Wilson,58,Wife,Married,Female,Multimedia programmer,None,Christian
18,Bennett Streets,Lorraine,Smart,79,Head,Widowed,Female,Retired Press sub,None,Hindu
19,Bennett Streets,Holly,Robinson,47,Head,Divorced,Female,Housing manager/officer,None,Christian
1,Evans Tunnel,Frederick,Graham,46,Head,Married,Male,Economist,None,Christian
1,Evans Tunnel,Gail,Graham,46,Wife,Married,Female,Consulting civil engineer,None,Christian
2,Evans Tunnel,Beverley,Wright,40,Head,Single,Female,Bonds trader,None,Christian
2,Evans Tunnel,Ann,Wright,16,Daughter,NA,Female,Student,None,NA
2,Evans Tunnel,Victoria,Wright,14,Daughter,NA,Female,Student,None,NA
2,Evans Tunnel,Michael,Wright,11,Son,NA,Male,Student,None,NA
3,Evans Tunnel,Carol,Sanders,20,Head,Divorced,Female,University Student,None,No Religion
4,Evans Tunnel,Jay,Carey,49,Head,Single,Male,Microbiologist,None,Christian
5,Evans Tunnel,Jacqueline,Bell,28,Head,Married,Female,Magazine features editor,None,No Religion
5,Evans Tunnel,Mark,Bell,30,Husband,Married,Male,Environmental education officer,None,No Religion
6,Evans Tunnel,Beth,Jones,29,Head,Single,Female,Public affairs consultant,None,Christian
6,Evans Tunnel,Dennis,Smith,33,Partner,Single,Male,Sports coach,None,No Religion
7,Evans Tunnel,Megan,Jarvis,53,Head,Married,Female,Engineering geologist,None,Christian
7,Evans Tunnel,Hugh,Jarvis,55,Husband,Married,Male,Arts development officer,Physical Disability,Christian
7,Evans Tunnel,Abbie,Williams,1,Granddaughter,NA,Female,Child,None,NA
7,Evans Tunnel,Joe,Williams,0,Grandson,NA,Male,Child,None,NA
8,Evans Tunnel,Helen,Higgins,29,Head,Divorced,Female,"Teacher, primary school",None,Muslim
8,Evans Tunnel,Marilyn,Higgins,5,Daughter,NA,Female,Student,None,NA
1,Pillar Vista,Robert,Lewis,67,Head,Widowed,Male,Geophysical data processor,None,Christian
2,Pillar Vista,Hilary,Dixon,90,Head,Divorced,Female,Retired Amenity horticulturist,None,Christian
3,Pillar Vista,Donald,James,33,Head,Single,Male,"Engineer, water",None,Christian
4,Pillar Vista,Jason,Morrison,34,Head,Divorced,Male,Conference centre manager,None,Christian
5,Pillar Vista,Jeremy,Flynn,81,Head,Widowed,Male,Retired Colour technologist,None,Hindu
6,Pillar Vista,Francesca,Powell,51,Head,Divorced,Female,Curator,None,Christian
7,Pillar Vista,Carolyn,Russell,40,Head,Single,Female,Unemployed,None,Christian
7,Pillar Vista,Mandy,Murphy-Russell,3,Daughter,NA,Female,Child,None,NA
8,Pillar Vista,Duncan,Newton,20,Head,Single,Male,University Student,None,Christian
9,Pillar Vista,Leigh,Cunningham,66,Head,Widowed,Male,"Designer, blown glass/stained glass",None,Christian
10,Pillar Vista,Kirsty,Evans,29,Head,Single,Female,Physiological scientist,None,No Religion
11,Pillar Vista,Damien,Richardson,66,Head,Single,Male,Research scientist (life sciences),None,Christian
12,Pillar Vista,Derek,Graham,75,Head,Married,Male,Retired TEFL teacher,None,Christian
12,Pillar Vista,Maureen,Graham,72,Wife,Married,Female,Retired Set designer,None,No Religion
13,Pillar Vista,Raymond,Martin,21,Head,Married,Male,University Student,None,Christian
13,Pillar Vista,Julie,Martin,19,Wife,Married,Female,University Student,None,Christian
14,Pillar Vista,John,Rhodes,26,Head,Single,Male,Chief Strategy Officer,None,No Religion
15,Pillar Vista,Valerie,Reid,63,Head,Married,Female,Facilities manager,None,Christian
15,Pillar Vista,Mathew,Reid,65,Husband,Married,Male,Investment analyst,None,Christian
15,Pillar Vista,Zoe,Reid,23,Daughter,Single,Female,Special educational needs teacher,None,No Religion
15,Pillar Vista,Louis,Reid,21,Son,Single,Male,University Student,None,Christian
16,Pillar Vista,Louis,Swift,81,Head,Divorced,Male,Retired Chartered legal executive (England and Wales),None,Christian
17,Pillar Vista,Hollie,Hardy,69,Head,Widowed,Female,"Retired Engineer, maintenance (IT)",None,No Religion
18,Pillar Vista,Gary,North,65,Head,Widowed,Male,Transport planner,None,Christian
19,Pillar Vista,Ben,Reid,88,Head,Divorced,Male,Retired Quality manager,None,Christian
20,Pillar Vista,Eleanor,McDonald,72,Head,Widowed,Female,Retired Records manager,None,Christian
21,Pillar Vista,Cameron,Robson,29,Head,Single,Male,Colour technologist,None,Muslim
22,Pillar Vista,Martin,Kirk,66,Head,Divorced,Male,Quarry manager,None,Christian
23,Pillar Vista,Diane,Richards,58,Head,Single,Female,Electrical engineer,None,Christian
24,Pillar Vista,Michelle,Hodgson,67,Head,Widowed,Female,Location manager,None,No Religion
25,Pillar Vista,Bryan,Young,71,Head,Widowed,Male,Retired Sub,None,Muslim
26,Pillar Vista,Vincent,Jackson,41,Head,Single,Male,"Investment banker, operational",None,Christian
27,Pillar Vista,Ashleigh,Buckley,62,Head,Single,Female,Professor Emeritus,None,No Religion
27,Pillar Vista,Clifford,Thompson,60,Partner,Single,Male,Science writer,None,No Religion
27,Pillar Vista,Iain,Buckley,22,Son,Single,Male,University Student,None,No Religion
27,Pillar Vista,Frederick,Thompson-Buckley,5,Son,NA,Male,Student,None,No Religion
28,Pillar Vista,Brenda,Wells,82,Head,Widowed,Female,"Retired Programmer, systems",None,Christian
29,Pillar Vista,Marc,Young,40,Head,Single,Male,Warden/ranger,None,No Religion
30,Pillar Vista,Ronald,Pollard,53,Head,Married,Male,Neurosurgeon,None,Christian
30,Pillar Vista,Nicole,Pollard,56,Wife,Married,Female,"Programmer, applications",None,Christian
31,Pillar Vista,Charlie,Harris,58,Head,Single,Male,Unemployed,None,Christian
32,Pillar Vista,Deborah,Cameron,64,Head,Married,Female,"Engineer, maintenance",None,Christian
32,Pillar Vista,Donald,Cameron,69,Husband,Married,Male,Retired Manufacturing systems engineer,None,Christian
33,Pillar Vista,Clifford,Hunt,74,Head,Widowed,Male,"Retired Loss adjuster, chartered",None,Christian
34,Pillar Vista,Norman,Hilton,84,Head,Single,Male,Retired Information systems manager,None,No Religion
35,Pillar Vista,Karen,Parker,93,Head,Divorced,Female,Retired Trade union research officer,None,No Religion
36,Pillar Vista,Leah,Webb,71,Head,Widowed,Female,Unemployed,None,No Religion
36,Pillar Vista,Francesca,Webb,44,Daughter,Divorced,Female,Recycling officer,None,No Religion
36,Pillar Vista,Louise,Webb,40,Daughter,Single,Female,"Therapist, horticultural",None,No Religion
36,Pillar Vista,Mohammed,Webb,40,Son,Divorced,Male,Agricultural consultant,None,No Religion
37,Pillar Vista,Alexandra,Spencer,32,Head,Single,Female,"Social research officer, government",None,No Religion
38,Pillar Vista,Laura,Wilson,42,Head,Single,Female,Unemployed,None,Christian
38,Pillar Vista,Russell,Wilson,0,Son,NA,Male,Child,None,NA
39,Pillar Vista,Jason,Wall,27,Head,Married,Male,"Embryologist, clinical",None,Christian
39,Pillar Vista,Jill,Wall,25,Wife,Married,Female,Architectural technologist,None,No Religion
40,Pillar Vista,Connor,Wright,19,Head,Single,Male,Unemployed,None,Christian
41,Pillar Vista,Carol,Burns,54,Head,Single,Female,Architect,None,Christian
42,Pillar Vista,Heather,Davies,57,Head,Single,Female,"Designer, blown glass/stained glass",None,Christian
43,Pillar Vista,Christopher,Morgan,50,Head,Married,Male,Intelligence analyst,None,No Religion
43,Pillar Vista,Charlotte,Morgan,51,Wife,Married,Female,Cabin crew,None,No Religion
44,Pillar Vista,Martin,Jones,21,Head,Single,Male,University Student,None,No Religion
45,Pillar Vista,Frank,Hodgson,76,Head,Widowed,Male,Retired Actuary,None,Christian
46,Pillar Vista,Lucy,Lee,43,Head,Divorced,Female,Minerals surveyor,None,Christian
46,Pillar Vista,Hayley,Lee,13,Daughter,NA,Female,Student,None,NA
47,Pillar Vista,Clare,King,62,Head,Married,Female,Industrial buyer,None,Christian
47,Pillar Vista,Abdul,King,63,Husband,Married,Male,Cartographer,None,Christian
47,Pillar Vista,Glen,King,17,Son,NA,Male,Student,None,Christian
47,Pillar Vista,Mohammed,King,17,Son,NA,Male,Student,None,
48,Pillar Vista,Leah,Hughes,48,Head,Married,Female,Medical technical officer,None,Christian
48,Pillar Vista,Thomas,Hughes,46,Husband,Married,Male,Call centre manager,None,No Religion
48,Pillar Vista,Rita,Hughes,14,Daughter,NA,Female,Student,None,Christian
49,Pillar Vista,Bradley,Harvey,65,Head,Widowed,Male,"Programmer, applications",None,Christian
50,Pillar Vista,Rhys,Jackson,67,Head,Widowed,Male,Economist,None,Christian
50,Pillar Vista,Lynne,Wilson,11,Granddaughter,NA,Female,Student,None,NA
51,Pillar Vista,Stephanie,Allen,55,Head,Married,Female,Air traffic controller,None,Christian
51,Pillar Vista,Connor,Allen,57,Husband,Married,Male,Clinical psychologist,None,Christian
51,Pillar Vista,Sally,Allen,12,Niece,NA,Female,Student,None,NA
51,Pillar Vista,Harriet,Allen,8,Niece,NA,Female,Student,None,NA
52,Pillar Vista,Mitchell,Young,41,Head,Single,Male,Unemployed,None,No Religion
52,Pillar Vista,Jennifer,Fuller,39,Partner,Single,Female,"Social research officer, government",None,No Religion
53,Pillar Vista,Philip,Foster,71,Head,Widowed,Male,Retired Chartered loss adjuster,None,Christian
54,Pillar Vista,Lewis,Sims,23,Head,Widowed,Male,Energy manager,None,Christian
55,Pillar Vista,Oliver,Robinson,75,Head,Married,Male,"Retired Engineer, maintenance",None,No Religion
55,Pillar Vista,Leanne,Robinson,74,Wife,Married,Female,Unemployed,None,No Religion
1,Nottingham Road,Julie,Smith,37,Head,Married,Female,Psychotherapist,None,Christian
1,Nottingham Road,Marcus,Smith,41,Husband,Married,Male,Dramatherapist,None,Christian
1,Nottingham Road,Kenneth,Smith,11,Son,NA,Male,Student,None,Christian
1,Nottingham Road,Linda,Smith,7,Daughter,NA,Female,Student,None,Christian
2,Nottingham Road,Debra,Mason,52,Head,Married,Female,"Programmer, multimedia",None,Christian
2,Nottingham Road,Nigel,Mason,52,Husband,Married,Male,Environmental education officer,None,Christian
2,Nottingham Road,Sophie,Mason,21,Daughter,Divorced,Female,University Student,None,Christian
2,Nottingham Road,Dennis,Mason,18,Son,Divorced,Male,Student,None,Christian
2,Nottingham Road,Jamie,Mason,17,Son,NA,Male,Student,None,NA
2,Nottingham Road,Kathryn,Mason,16,Daughter,NA,Female,Student,None,NA
3,Nottingham Road,Hannah,Davey,71,Head,Widowed,Female,Retired Financial trader,None,Christian
3,Nottingham Road,Dennis,Davey,30,Son,Single,Male,Biomedical scientist,None,Christian
3,Nottingham Road,Laura,Davey,29,Daughter,Single,Female,Paramedic,None,No Religion
3,Nottingham Road,Elliot,Davey,28,Son,Divorced,Male,Health visitor,None,No Religion
4,Nottingham Road,Brett,Roberts,42,Head,Married,Male,Commercial art gallery manager,None,Christian
4,Nottingham Road,Harriet,Roberts,40,Wife,Married,Female,Aeronautical engineer,None,Christian
4,Nottingham Road,Dawn,Roberts,4,Daughter,NA,Female,Child,None,Christian
4,Nottingham Road,Hazel,Roberts,1,Daughter,NA,Female,Child,None,Christian
5,Nottingham Road,Melissa,Lee,45,Head,Widowed,Female,Unemployed,None,Christian
5,Nottingham Road,Catherine,Lee,15,Daughter,NA,Female,Student,None,NA
5,Nottingham Road,Anthony,Lee,13,Son,NA,Male,Student,None,NA
5,Nottingham Road,Anthony,Lee,9,Son,NA,Male,Student,None,NA
6,Nottingham Road,Gillian,Whitehead-Barker,69,Head,Married,Female,Retired Drilling engineer,None,Christian
6,Nottingham Road,Brian,Whitehead-Barker,70,Husband,Married,Male,Retired Physiological scientist,None,Christian
6,Nottingham Road,Norman,Whitehead-Barker,30,Son,Single,Male,Recruitment consultant,None,No Religion
7,Nottingham Road,Jasmine,Moore,40,Head,Married,Female,Exercise physiologist,None,No Religion
7,Nottingham Road,Iain,Moore,44,Husband,Married,Male,Cytogeneticist,None,No Religion
7,Nottingham Road,Jennifer,Moore,10,Daughter,NA,Female,Student,None,No Religion
8,Nottingham Road,Julian,Jones,44,Head,Single,Male,Restaurant manager,None,No Religion
8,Nottingham Road,Debra,Bird,61,None,Single,Female,"Lighting technician, broadcasting/film/video",None,Christian
8,Nottingham Road,Lucy,Smith,46,None,Single,Female,"Engineer, agricultural",None,Christian
8,Nottingham Road,Amelia,James,34,None,Single,Female,Copy,None,No Religion
9,Nottingham Road,Cheryl,Field,61,Head,Married,Female,Glass blower/designer,None,Christian
9,Nottingham Road,Frank,Field,62,Husband,Married,Male,Medical laboratory scientific officer,None,No Religion
9,Nottingham Road,Howard,Field,27,Son,Divorced,Male,"Merchandiser, retail",Physical Disability,Christian
9,Nottingham Road,Roy,Barry-Field,23,Son,Single,Male,"Editor, commissioning",None,No Religion
9,Nottingham Road,Jodie,Barry-Field,19,Daughter,Single,Female,University Student,None,Christian
9,Nottingham Road,Clare,Barry-Field,10,Daughter,NA,Female,Student,None,Christian
10,Nottingham Road,Zoe,Palmer,68,Head,Widowed,Female,"Retired Producer, television/film/video",None,Christian
10,Nottingham Road,Hannah,Palmer,44,Daughter,Divorced,Female,Magazine journalist,None,Christian
10,Nottingham Road,Fiona,Palmer,44,Daughter,Single,Female,Adult nurse,None,Christian
10,Nottingham Road,Carol,Palmer,40,Daughter,Single,Female,Unemployed,None,Christian
10,Nottingham Road,Katherine,Palmer,36,Daughter,Divorced,Female,Museum/gallery conservator,None,Christian
10,Nottingham Road,Ian,Palmer,32,Son,Single,Male,Operations geologist,None,Christian
11,Nottingham Road,Alexander,Webster,22,Head,Single,Male,University Student,None,Christian
11,Nottingham Road,Ashley,Williams,22,None,Single,Male,University Student,None,Christian
11,Nottingham Road,Stanley,Kelly,19,None,Single,Male,University Student,None,Christian
11,Nottingham Road,Carol,Johnson,20,None,Single,Female,University Student,None,Christian
12,Nottingham Road,Shirley,Greenwood,50,Head,Single,Female,Occupational psychologist,None,Christian
12,Nottingham Road,Dawn,Greenwood,12,Daughter,NA,Female,Student,None,NA
12,Nottingham Road,Louis,Greenwood,12,Son,NA,Male,Student,None,NA
12,Nottingham Road,Leon,Greenwood,7,Son,NA,Male,Student,None,NA
13,Nottingham Road,Dylan,Jenkins,50,Head,Married,Male,Unemployed,None,Christian
13,Nottingham Road,Lydia,Jenkins,53,Wife,Married,Female,Chiropodist,None,No Religion
13,Nottingham Road,Jake,Jenkins,18,Son,Divorced,Male,Student,None,Christian
13,Nottingham Road,Colin,Rogers,14,Son,NA,Male,Student,None,Christian
13,Nottingham Road,Alex,Rogers,14,Son,NA,Male,Student,None,Christian
14,Nottingham Road,Janice,Robson,70,Head,Widowed,Female,Unemployed,None,No Religion
14,Nottingham Road,Matthew,Robson,44,Son,Single,Male,Network engineer,None,No Religion
14,Nottingham Road,Carolyn,Atkinson,40,Daughter,Divorced,Female,"Therapist, occupational",None,No Religion
